code,link,name
430100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4301.html,长沙市
430200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4302.html,株洲市
430300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4303.html,湘潭市
430400000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4304.html,衡阳市
430500000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4305.html,邵阳市
430600000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4306.html,岳阳市
430700000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4307.html,常德市
430800000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4308.html,张家界市
430900000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4309.html,益阳市
431000000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4310.html,郴州市
431100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4311.html,永州市
431200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4312.html,怀化市
431300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4313.html,娄底市
433100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/43/4331.html,湘西土家族苗族自治州
440100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4401.html,广州市
440200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4402.html,韶关市
440300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4403.html,深圳市
440400000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4404.html,珠海市
440500000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4405.html,汕头市
440600000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4406.html,佛山市
440700000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4407.html,江门市
440800000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4408.html,湛江市
440900000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4409.html,茂名市
441200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4412.html,肇庆市
441300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4413.html,惠州市
441400000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4414.html,梅州市
441500000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4415.html,汕尾市
441600000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4416.html,河源市
441700000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4417.html,阳江市
441800000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4418.html,清远市
441900000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4419.html,东莞市
442000000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4420.html,中山市
445100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4451.html,潮州市
445200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4452.html,揭阳市
445300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/44/4453.html,云浮市
450100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4501.html,南宁市
450200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4502.html,柳州市
450300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4503.html,桂林市
450400000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4504.html,梧州市
450500000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4505.html,北海市
450600000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4506.html,防城港市
450700000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4507.html,钦州市
450800000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4508.html,贵港市
450900000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4509.html,玉林市
451000000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4510.html,百色市
451100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4511.html,贺州市
451200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4512.html,河池市
451300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4513.html,来宾市
451400000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/45/4514.html,崇左市
460100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/46/4601.html,海口市
460200000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/46/4602.html,三亚市
460300000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/46/4603.html,三沙市
460400000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/46/4604.html,儋州市
469000000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/46/4690.html,省直辖县级行政区划
500100000000,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/50/5001.html,市辖区
